rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
1033,Capital A,@ch1mpuz,10,,0,0,0,0,10,2022-01-11,2022-10-27,5,5,2,Telegram human account; Discord not individually inventoried,,
1034,Chris,@Tl8rs,10,,0,0,0,0,10,2023-11-20,2023-11-22,2,2,2,Telegram human account; Discord not individually inventoried,,
1036,Cryptopeet,@plscallmeadmin,10,,0,0,0,0,10,2023-06-18,2023-07-02,2,2,1,Telegram human account; Discord not individually inventoried,,
1037,Dave the Spray,@DavetheSpray,10,,0,0,0,0,10,2023-11-21,2023-11-23,2,2,1,Telegram human account; Discord not individually inventoried,,
1038,DIGI,@digi_markt,10,,0,0,0,0,10,2023-04-21,2023-12-12,6,6,1,Telegram human account; Discord not individually inventoried,,
1040,Eddy4kings,@Rehoboth29,10,,0,0,0,0,10,2022-11-01,2023-11-22,5,5,1,Telegram human account; Discord not individually inventoried,,
1042,Faisal,@FaisalIDC,10,,0,0,0,0,10,2021-12-22,2022-05-31,2,2,1,Telegram human account; Discord not individually inventoried,,
1043,Fth A,@Fthhhb,10,,0,0,0,0,10,2023-12-15,2023-12-20,5,5,2,Telegram human account; Discord not individually inventoried,,
1048,Jordan M,@AUS_365,10,,0,0,0,0,10,2022-10-21,2022-10-30,2,2,1,Telegram human account; Discord not individually inventoried,,
1049,joseph,@jospeh786,10,,0,0,0,0,10,2025-04-18,2025-05-01,4,4,1,Telegram human account; Discord not individually inventoried,,
1050,Kuba,@jakvb99,10,,0,0,0,0,10,2025-01-22,2025-01-25,4,4,1,Telegram human account; Discord not individually inventoried,,
1051,Materio,@materioska,10,,0,0,0,0,10,2023-04-02,2023-08-04,7,7,2,Telegram human account; Discord not individually inventoried,,
1052,MC,,10,,0,0,0,0,10,2021-11-06,2021-11-08,2,2,1,Telegram human account; Discord not individually inventoried,,
1053,Miss,,10,,0,0,0,0,10,2024-01-22,2024-06-25,2,2,1,Telegram human account; Discord not individually inventoried,,
1054,MM,@ETHZORA,10,,0,0,0,0,10,2022-11-01,2022-11-23,6,6,1,Telegram human account; Discord not individually inventoried,,
1055,mojtaba,@Moj2070,10,,0,0,0,0,10,2021-11-16,2021-11-25,4,4,1,Telegram human account; Discord not individually inventoried,,
1056,Niko,@Musicista01,10,,0,0,0,0,10,2022-11-04,2022-11-08,2,2,1,Telegram human account; Discord not individually inventoried,,
1057,Pikka Boo,,10,,0,0,0,0,10,2023-08-07,2023-08-10,2,2,2,Telegram human account; Discord not individually inventoried,,
1059,Queen ㅤ,@queenderlercanim,10,,0,0,0,0,10,2023-12-25,2024-01-05,4,4,1,Telegram human account; Discord not individually inventoried,,
1061,Reza Islam 🌱SEED,@RezaIslam,10,,0,0,0,0,10,2021-09-22,2021-10-07,4,4,1,Telegram human account; Discord not individually inventoried,,
1062,RickSanchez,@RickSendez,10,,0,0,0,0,10,2023-03-11,2025-05-27,2,2,1,Telegram human account; Discord not individually inventoried,,
